ID,Group,Feature_1,Feature_2,Feature_3
ID450,C,2212.2115864661046,393.8281523535028,-1823.7572141590629
ID451,C,2501.510051278387,409.16659143169034,-2068.3680813925416
ID452,A,2754.7688053563347,383.0067577996859,6337.575804887626
ID453,A,2587.9679695500417,376.4048718602575,5888.089368183403
ID454,A,2612.663581450545,400.9461651314386,5825.549532668767
ID455,A,2506.2078643460673,374.55312768330293,5659.29274802546
ID456,C,2477.1433754093237,380.5179466892221,-2102.364220014403
ID457,A,2268.2635945610327,411.34891177759647,4751.536679082846
ID458,A,2161.092061314372,396.928221135914,4490.828574311048
ID459,A,2529.4408507661296,419.2823042456348,5503.157733154214
ID460,A,2696.882379151034,381.9277848859382,6173.139197895742
ID461,A,2551.62005572421,398.59071451551574,5682.107572731964
ID462,B,2593.539929057802,405.9937682981164,5175.127892832067
ID463,B,2737.557631845931,382.4422760480664,5458.967728671924
ID464,B,2549.3150277161585,415.4764285674944,5110.048680369266
ID465,C,2481.601734953857,407.6601832474906,-2081.0412753895284
ID466,A,2377.2212791524903,375.8606936996885,5252.273521197634
ID467,C,2803.3318844458126,399.433873056871,-2407.7649052349702
ID468,A,2578.982166873052,405.7893510438795,5692.248446193927
ID469,B,2358.4597426121004,391.14914989707916,4715.995561254541
ID470,A,2324.3248498298144,377.8020264173678,5099.143408142272
ID471,C,2687.959559039337,404.1768818417112,-2271.745033157959
ID472,C,2344.383745538751,433.1686442542384,-1908.4335881330016
ID473,A,2778.075123625333,394.19523851263466,6376.5963978292475
ID474,C,2086.5305804363934,423.53861771927063,-1675.706185733453
ID475,B,2713.3892796684963,388.71566767357797,5422.873107390133
ID476,A,2573.0342216742947,403.2331845251493,5707.686401685901
ID477,B,2517.789163458531,411.5728379631418,5034.013348995257
ID478,B,2473.681234743736,399.87379501042955,4944.400589521753
ID479,C,2783.6094772891047,395.53396526678154,-2402.483236810176
ID480,A,2606.0588287601804,410.8919128202556,5738.740825515551
ID481,B,2364.519458665682,428.37182672903833,4738.85331443076
ID482,B,2242.163506595668,404.508803869587,4487.245672070363
ID483,A,2526.5945819720964,392.25909735204476,5629.312239694586
ID484,C,2499.839329969388,397.15372664110475,-2107.9324346341837
ID485,B,2272.0197943936737,437.79561468468063,4535.4862541694165
ID486,A,2491.6909711776498,402.0236067450719,5465.03345540723
ID487,A,2413.9098050388698,391.0837945213304,5296.5608382933115
ID488,B,2501.393510246004,382.8239812527619,5000.009593912157
ID489,B,2608.88854174726,372.61148358831093,5227.398505706462
ID490,B,2723.891492119605,405.45376410769285,5435.707288172093
ID491,C,2636.3333554553933,409.8196298923676,-2228.451091161064
ID492,C,2391.7838875254693,394.0495573005219,-1998.5756999538837
ID493,A,2555.337269324379,399.7754437295357,5681.851268652521
ID494,A,2509.4660682238036,382.44307436067066,5618.674361644248
ID495,B,2300.180656805365,401.9939269724125,4621.31424383026
ID496,A,2559.734917703841,407.2224298085069,5626.920386469618
ID497,C,2778.500850687657,391.9725359924854,-2384.969287842236
ID498,A,2504.8639906280505,425.3567900437876,5389.960798135378
ID499,A,2260.87259804119,387.44340509879635,4852.841887000631
ID500,B,2504.5403006662928,404.25214906028475,4999.320282095199
ID501,B,2317.9431701540125,412.7247582955691,4656.099696380955
ID502,C,2629.540826032943,398.84065749775925,-2230.544601237523
ID503,A,2578.7297487587693,397.1728477165826,5737.280197538175
ID504,A,2474.3634919787887,378.5670077432551,5530.063137335127
ID505,A,2450.325360121627,420.36012243574424,5245.417529911598
ID506,B,2468.164854757668,397.45160197498603,4969.728531222304
ID507,C,2501.241174151348,408.0604813740224,-2080.581369583025
ID508,A,2384.1647467987686,410.0908073179021,5102.636140075294
ID509,A,2291.8370378497843,390.5755226197337,4921.290500228295
ID510,A,2670.8048420041973,397.0370709356318,6038.64185368421
ID511,A,2442.1898535254563,420.01723526115256,5238.469730194544
ID512,C,2525.0564656253714,383.2420350138933,-2176.753029643326
ID513,C,2542.792292675124,431.9187711213589,-2103.157603696965
ID514,C,2548.303071948282,388.8269082208559,-2159.140565199683
ID515,B,2323.9273004352362,382.3072381503923,4632.120875009029
ID516,A,2248.623975317223,401.98463531032803,4746.51131907552
ID517,A,2411.696121296201,433.1252239650981,5096.416500225811
ID518,A,2559.356729862543,371.33551096611694,5828.074186118977
ID519,A,2390.807519878853,397.8847642226546,5196.203879830367
ID520,C,2446.761796945115,407.14397525884834,-2017.9683925826937
ID521,B,2819.0946120624353,400.50474937803295,5628.22607831623
ID522,B,2223.18641727932,405.72882505004515,4424.081977216637
ID523,A,2386.744900613425,389.2295037674159,5221.969575762911
ID524,C,2784.490610286089,391.00417231102927,-2396.4577764123574
ID525,B,2493.3101992007164,397.773660292612,4970.1303169729745
ID526,B,2394.1022251751633,383.0516786814587,4787.266411116697
ID527,A,2675.315337551668,399.32970397839716,6038.028061248506
ID528,B,2508.284565472167,394.16882059492747,5014.781470967161
ID529,A,2447.7537407433992,392.949322222677,5369.072679547992
ID530,C,2528.8553390556267,404.8075961889796,-2126.7298275902053
ID531,A,2401.283678592585,372.69010760201047,5340.166780184087
ID532,B,2347.3763405667883,396.5636484492527,4671.598893982064
ID533,A,2482.960460854788,434.7603064842229,5273.366550705201
ID534,A,2348.3504559885987,383.70835470511565,5110.37750877448
ID535,A,2501.603996769472,419.2825074472662,5416.307764496338
ID536,A,2553.160985121151,400.81984181369046,5636.65123538796
ID537,A,2627.9590684077416,390.9556328667787,5941.251347343943
ID538,A,2669.188747827524,380.1903751070529,6101.70438711674
ID539,B,2439.1395247551623,402.0952294792785,4871.76334102906
ID540,A,2574.9121911908605,421.8009565872201,5619.265245804104
ID541,B,2573.8785169309535,394.16183282204855,5137.364620519226
ID542,A,2549.1728073723975,398.7855786289484,5656.935478022012
ID543,C,2428.0810883574313,415.15556275285496,-2021.7108309008368
ID544,A,2345.7898281303833,405.1130618701942,5005.123360892282
ID545,B,2575.300283359984,376.41586330413134,5155.464816751917
ID546,B,2243.9706156710427,401.48330823782777,4474.278262537273
ID547,C,2459.8240851147534,422.68352365998396,-2052.3126090759174
ID548,A,2116.9553476527103,399.44588220298755,4356.615338032117
ID549,C,2299.5396364962603,358.87765855783937,-1940.9847761682936
ID550,A,2368.4299092328865,405.8232248738661,5078.197916267042
ID551,A,2664.5086311443924,397.02315340683947,6012.341797239637
ID552,B,2603.2162036606405,372.56358379118177,5207.1209139669645
ID553,C,2416.909797423664,374.81187864919326,-2034.8008072868658
ID554,C,2609.4054692694626,414.62660714933213,-2193.6096266763866
ID555,B,2633.1434445070595,389.0142588160738,5242.199242218016
ID556,B,2475.900272743792,386.38755428896013,4930.825930351642
ID557,C,2292.3432783679464,399.46542158602495,-1869.7424666190163
ID558,B,2468.8131534900826,390.3369550252009,4937.627169384871
ID559,A,2485.3161392241796,401.50072941666616,5459.847670409812
ID560,C,2315.131841375466,396.95919955844994,-1922.321088684541
ID561,C,2555.0570189394953,382.00006629859536,-2173.7531337736273
ID562,B,2541.9717781453533,392.3320330215792,5078.503180439457
ID563,A,2566.756404984128,406.6412998196366,5696.653843831738
ID564,C,2541.8384645751166,400.62877060357937,-2138.1707849031677
ID565,C,2609.4764552672473,398.7708627641225,-2217.123887369199
ID566,A,2473.1007958190453,429.0607636176908,5254.180092807519
ID567,B,2530.267766105643,410.965562880783,5084.2203335241165
ID568,B,2440.3389573631703,412.7866189723201,4878.718574103601
ID569,B,2412.3251176567073,397.51047388307614,4833.580984748154
ID570,B,2700.7374446143112,403.3021778552691,5411.746856712301
ID571,A,2193.4346947710255,393.5335001571146,4607.082617246339
ID572,A,2631.5139983731397,411.66324648286195,5844.295196009743
ID573,C,2406.918868683151,398.34400143851434,-2015.8245266856559
ID574,C,2387.4942733535318,403.33566623395836,-1996.0437234640465
ID575,A,2539.236622609811,402.4091695323275,5619.637596477942
ID576,C,2276.5585581473497,399.7274967789182,-1878.729333926298
ID577,A,2377.5965392080698,444.07282100733653,4918.647666590758
ID578,B,2372.6290530230513,390.00071083757916,4750.1891579726835
ID579,A,2466.790261272236,389.8643270476196,5458.704332099274
ID580,A,2379.379346775897,410.41145120217635,5067.40234110639
ID581,C,2740.1678028458905,391.0724650138723,-2356.1188242078147
ID582,A,2769.552477474693,395.6289045797666,6326.619207635289
ID583,B,2196.7009715877903,383.7038356996657,4383.424199100763
ID584,B,2581.6484057148605,407.3733687910388,5168.444893605918
ID585,C,2628.7995158616363,407.56385866726225,-2206.9929402632233
ID586,C,2581.4477803586656,395.27211910114835,-2170.0334453933615
ID587,A,2401.2829760362456,410.7222503272011,5146.167219290212
ID588,C,2463.3856656762187,372.1281247939961,-2087.7539505327277
ID589,B,2387.7588017833455,389.39719897728486,4780.865325620573
ID590,C,2436.960395326176,397.45031220683603,-2032.0550099888974
ID591,C,2318.5052456999238,382.4157625464557,-1946.6271040303398
ID592,B,2482.7816767548175,373.7693044387192,4987.410316728815
ID593,A,2274.5797433042394,395.3815605244233,4857.949669502759
ID594,A,2469.9798168657794,410.4103013059111,5369.319736192092
ID595,C,2312.7127466350353,419.2316258713977,-1879.0396000808328
ID596,B,2531.0224542687106,391.7906817519194,5068.454539844613
ID597,B,2398.0870658585663,410.9982375643239,4783.846370640521
ID598,B,2543.5870521811808,409.548130571135,5085.5064315837
ID599,A,2662.2371092547173,418.27912261501746,5875.503073948322
ID600,B,2738.417040415706,394.74713454468997,5481.814950947802
ID601,B,2120.7993116469265,373.0224925722299,4239.568059395867
ID602,A,2374.870885918933,401.0527877863412,5118.862450222769
ID603,B,2454.537088433198,384.79309388545414,4923.522190427423
ID604,A,2569.0491727572225,389.1474233640699,5755.92647298864
ID605,C,2252.4468243768206,395.48171283920226,-1859.9905894428832
ID606,C,2352.686138979968,394.9160855297629,-1957.5063738986464
ID607,C,2519.5535803985663,402.1233890034369,-2139.510098388093
ID608,C,2512.733236229,410.54734474629424,-2105.37865535185
ID609,C,2556.642760963014,394.4839662508605,-2191.9883336595876
ID610,A,2566.5513590332175,405.93546259912006,5662.950505361304
ID611,A,2550.7891649673793,400.22224014895755,5661.5185627980645
ID612,A,2529.048297494724,414.03241593817665,5522.350011492302
ID613,B,2508.360965998955,397.17112223340524,5009.5840882724615
ID614,C,2599.7144634586543,398.8160998633817,-2200.408784976587
ID615,B,2164.1016000153663,394.3839932800164,4315.303325225168
ID616,B,2731.650023045685,397.56627190062255,5463.271925253575
ID617,B,2169.3276923679514,388.2476780748119,4373.819228161813
ID618,C,2338.1257274643262,386.7610407078473,-1929.2150709120158
ID619,B,2465.9858805024783,411.63648077924086,4932.603226565164
ID620,C,2600.8919336634763,383.751974752231,-2215.218228932261
ID621,C,2050.7099663800577,395.21322865453146,-1667.2515215011408
ID622,C,2495.7813514087247,415.23014179406493,-2090.1726789100726
ID623,B,2618.8592559123604,394.7094880749459,5242.064723689977
ID624,C,2649.1777174042713,412.4311068052836,-2243.045321386626
ID625,C,2395.400551225381,391.1343141890974,-1993.4164418980647
ID626,A,2454.8747069567453,384.2325459047471,5462.297619518233
ID627,B,2407.577780666106,376.0776121764877,4819.147010749584
ID628,A,2441.098801971087,419.6908610390899,5226.06294718789
ID629,A,2345.226017390735,382.9469322754838,5100.774035295858
ID630,B,2366.6121756293624,411.2077988518764,4742.195674201989
ID631,A,2565.1565383042553,385.0007945980993,5756.7415863038
ID632,C,2519.742305990911,419.7607587690973,-2104.997656765415
ID633,A,2573.737976138571,433.1017408692265,5567.220134778202
ID634,A,2532.1021584551254,374.70204910464497,5735.15332781386
ID635,C,2605.6507901721393,383.7286534876178,-2227.520227012723
ID636,A,2631.732099723249,411.59697795704835,5832.304422965466
ID637,C,2238.7425070200843,407.6956438504872,-1839.4386896486772
ID638,B,2371.853552437846,411.6538278214029,4729.332859931781
ID639,A,2465.293606376494,391.3936667439344,5431.29493962456
ID640,B,2496.598371176899,429.8130124153505,4973.8391821268215
ID641,A,2399.486413927295,401.7707420003466,5197.802282758251
ID642,C,2636.8035506482456,381.74556134734723,-2250.323706038956
ID643,A,2796.9922552435896,396.20277249935583,6416.689254652436
ID644,B,2527.92429333726,381.9464965565675,5044.395738067618
ID645,C,2512.6511548297317,423.86412037831155,-2103.127881213601
ID646,C,2627.4184382656495,390.09503105799826,-2236.6812359158885
ID647,B,2220.1240367194846,407.38725227116936,4441.0173042183715
ID648,B,2504.2703410657614,392.9399028252673,5006.773444201367
ID649,A,2646.8553738201276,390.7691903535623,5983.246370462317
ID650,A,2403.526900419833,371.34618728078425,5374.379074187911
ID651,C,2316.0159130147053,408.9726190448585,-1901.930993828331
ID652,B,2472.1291584850333,419.48771878943774,4967.906457667665
ID653,B,2490.8971850197117,386.26048627952275,4997.021950344603
ID654,A,2363.702157712681,376.8215632750199,5227.437907875152
ID655,A,2814.424191407643,412.04974064106744,6370.130317821318
ID656,C,2428.195542848808,375.30637976340626,-2045.7711111934254
ID657,B,2326.951097286015,418.29299403922386,4648.721008704109
ID658,B,2485.9568021394084,386.4340731556807,4951.952963742502
ID659,B,2636.179095655674,383.4506088576306,5290.310229346014
ID660,B,2502.6121373497344,403.7269363169694,5001.699964391001
ID661,A,2572.8390880066004,384.42791072482845,5783.7164908324585
ID662,A,2369.2734108500263,389.39333378060184,5155.8787972880855
ID663,A,2723.153266960527,405.3097289900651,6133.356466457969
ID664,C,2584.2566541877663,363.5633149425003,-2229.0177148566663
ID665,B,2657.1552353316415,424.6362886889248,5311.651229981091
ID666,A,2554.7740948712753,400.65460198698605,5681.819056995433
ID667,B,2623.7326056593174,380.6055098139471,5239.469404720099
ID668,A,2369.0421160484157,384.74131946069735,5203.33099881239
ID669,C,2426.2884374965656,414.874695673912,-2001.2277002708995
ID670,A,2701.9720893334043,409.01579402611156,6065.592556632689
ID671,C,2733.9612920925947,420.80170985927816,-2304.182141846294
ID672,B,2327.9401600421384,389.7588573279365,4656.044188050326
ID673,A,2537.4604101795717,404.44875755726207,5605.570043998765
ID674,A,2435.358429927216,406.39851867675515,5280.886459557078
ID675,A,2395.4452795952707,410.42901250378355,5114.214784446588
ID676,B,2542.7259543033174,416.90921685148106,5089.006931789314
ID677,C,2671.144439854811,389.24104141233477,-2272.495720726565
ID678,C,2567.749370992629,398.28744598359276,-2172.929939632251
ID679,A,2452.0731325121446,390.8477538162978,5403.4956989275115
ID680,B,2577.229176990274,399.2108218996544,5147.104058044455
ID681,C,2446.0035739628647,410.47649173094464,-2052.058590104683
ID682,C,2561.8171451095905,375.1894674960895,-2205.232200064676
ID683,C,2709.46985506836,416.6405735418893,-2311.274097371297
ID684,C,2188.426051104876,382.91226813604374,-1797.485246059186
ID685,C,2619.587844781005,395.3894452045415,-2254.0817800769796
ID686,A,2269.1417617644297,418.6591288744919,4706.131881797268
ID687,A,2684.249156581669,404.92014576975106,6018.958901473307
ID688,A,2404.446158519071,405.0929492239549,5184.487815005589
ID689,C,2317.3492933590273,382.29060932057337,-1957.3358626376885
ID690,C,2604.290384063312,384.3387109626424,-2215.105015963782
ID691,C,2554.6255094713615,414.1188459500338,-2155.7846002512465
ID692,A,2350.121964555751,391.16284681773413,5108.1405260670945
ID693,C,2312.050036424741,392.57632190050225,-1926.9349027753046
ID694,A,2471.8777768763075,414.4592687658207,5342.189630518876
ID695,C,2319.3869574743203,384.2512968194571,-1935.0903743762008
ID696,A,2340.779054061456,404.0385269932939,5005.075419852225
ID697,B,2517.343118563215,400.64360989251537,5035.130409656384
ID698,C,2355.1192548617355,399.95971411205136,-1960.2848673344756
ID699,C,2563.9808935039814,392.22346552183745,-2167.640845613815
ID700,A,2723.5215393825215,391.3021722780501,6219.647522323253
ID701,C,2477.7166877649124,383.82453754307704,-2103.073766227151
ID702,A,2519.522659297838,407.2399753906196,5527.484514768098
ID703,A,2802.714509925323,389.977762127249,6472.555362768545
ID704,B,2321.859832393398,414.5311693175088,4652.190395140051
ID705,B,2678.6852792771115,396.6316743761402,5368.559061453989
ID706,C,2660.6286396868722,384.12324265868443,-2274.4423468412983
ID707,C,2628.1476008760674,396.43279176777367,-2242.948614461192
ID708,A,2693.7621776098945,393.8371420129529,6102.385089248474
ID709,A,2542.086244893793,415.1365511759208,5554.414634416027
ID710,A,2412.56057566011,394.464997161227,5276.669905876022
ID711,A,2664.185993683085,395.8568442819951,6046.704702607209
ID712,C,2669.9263317569344,421.1732005823865,-2236.9712678412848
ID713,B,2665.7970852239932,407.6240098219502,5317.548941358016
ID714,C,2506.6753123478857,424.9405902400525,-2090.941992976153
ID715,C,2392.570822958001,418.8856750609586,-1946.3429401055703
ID716,C,2528.704338116742,386.69256117455717,-2144.584444125906
ID717,B,2641.3345026351753,414.8492628160016,5283.239180887486
ID718,C,2653.652768478995,422.87954938111886,-2242.2982221427865
ID719,B,2435.5485809388106,422.9921969848513,4889.878402744512
ID720,A,2547.3059344191083,414.82143975365034,5573.814602976921
ID721,C,2303.6832543271066,414.51284492363766,-1898.4656255780926
ID722,A,2647.742515450878,395.46008434486674,5954.0012211620115
ID723,A,2382.5036864912404,387.43926873475635,5214.001163150715
ID724,A,2617.788303935732,394.71674021653814,5880.311684823071
ID725,C,2327.604313391476,375.0281649785086,-1942.590825806314
ID726,A,2654.712385965101,420.1419297313256,5869.991130916202
ID727,C,2548.2752785034154,395.7506056087343,-2155.6984370799046
ID728,A,2382.796345657458,419.3699609359744,5045.013613146965
ID729,C,2603.703457162079,381.52750634167603,-2224.0952565999887
ID730,C,2411.4457462292003,416.23937381503316,-2001.8145425740483
ID731,C,2612.433255616769,392.57679012731023,-2221.418811883116
ID732,A,2458.883278692892,380.7344588753624,5473.174832845296
ID733,C,2241.8429311555506,424.4067707823964,-1828.2113310937148
ID734,A,2352.6375639278594,416.6096750401116,4982.432474928194
ID735,B,2435.437793696907,403.1768863027868,4866.430454820178
ID736,A,2705.228353562287,400.5090682770244,6103.037107098315
ID737,A,2635.171544579384,406.5926502822868,5868.332093187336
ID738,C,2743.5792118483214,402.91942866876116,-2337.752685300117
ID739,A,2748.0452824044787,388.1158606874279,6304.553002174056
ID740,B,2419.7873793113627,393.81921595322615,4844.640176001579
ID741,C,2471.7269710361757,429.41076748058055,-2031.5360500546888
ID742,A,2438.3080113504193,440.0823511394202,5130.171560802254
ID743,A,2399.2734092048386,423.4400275784602,5084.045923674472
ID744,C,2223.7757935995314,407.17335910243935,-1829.4352631439178
ID745,C,2497.7878422974736,394.93376450947096,-2106.0834074183663
ID746,A,2307.1651609433334,388.0272115915455,4969.307604259676
ID747,A,2494.874217769851,389.01576384354695,5559.906082976365
ID748,C,2817.365621434448,391.7009851196986,-2401.815825724423
ID749,C,2423.598235550394,432.26746062138653,-1983.527040559051
ID750,B,2529.21610084421,427.094234445739,5068.733707800088
ID751,B,2635.9972578713923,411.1941758490309,5275.005834061624
ID752,B,2542.043693794886,385.5908023538076,5088.480058575302
ID753,C,2543.8726281913446,413.3958389006655,-2149.6462399106285
ID754,C,2445.639634946788,396.42074457234094,-2050.10607875753
ID755,C,2465.218303740815,367.70485842033816,-2108.087282068632
ID756,A,2355.998421671826,404.3065095610189,5049.8389956608435
ID757,C,2626.906751333411,387.37130438748915,-2240.2507650905845
ID758,A,2238.7762515078857,387.8791985636494,4800.294625253563
ID759,C,2645.6632507573304,396.24388009647987,-2238.419838396176
ID760,C,2289.4452422882136,392.5251554058638,-1893.50594309209
ID761,A,2644.3910911114976,399.4861477134399,5932.539258521617
ID762,C,2446.9273710681728,398.7650417497419,-2028.0500718133114
ID763,C,2315.219696780038,371.86286360728553,-1943.7162889262706
ID764,C,2586.8947967619456,422.8041698332425,-2160.11053938908
ID765,B,2639.315130261366,385.2493491557698,5279.137255775854
ID766,C,2434.2882027844694,385.7140242230429,-2053.4240254299143
ID767,A,2608.09158230184,395.0717012231455,5849.354315458419
ID768,A,2157.2373257995973,398.37497728946056,4456.29348874335
ID769,A,2301.91055653801,421.88469725247757,4777.735706536748
ID770,C,2693.861339570309,404.0413517808235,-2285.6244212894503
ID771,A,2466.4496088703127,408.49698226164304,5375.682311589052
ID772,B,2220.6680010326727,404.11804281374924,4445.514655315075
ID773,A,2395.170072933701,403.4719237374816,5159.506173854935
ID774,C,2361.4899291212378,404.64594254630515,-1974.1582316237407
ID775,B,2475.105740279061,371.0089878614659,4959.62580768383
ID776,A,2444.387352428853,396.2512227274071,5345.099601837342
ID777,B,2526.839759340724,417.43391665856734,5061.398343704079
ID778,A,2489.580092258114,459.1349651621003,5177.7438328606295
ID779,C,2703.9608882555526,381.9353660119074,-2316.2859175365893
ID780,B,2563.68228995795,406.3461994048653,5127.767800404143
ID781,A,2568.6507416790378,391.43430133188485,5753.384450997325
ID782,A,2674.773568584178,430.71477855845274,5869.313360145195
ID783,B,2441.684687435563,379.6932585881278,4875.745696458707
ID784,B,2310.718383496227,409.3740923547382,4609.874778266261
ID785,B,2681.045548694837,378.8918335074371,5333.470991814022
ID786,B,2520.3762622162167,395.2214999790875,5038.579209683579
ID787,A,2520.9026811848394,399.4853000387529,5583.514081556176
ID788,A,2405.0005117704645,416.0453752260941,5143.5356202913745
ID789,A,2407.4717000344635,383.8424976076221,5305.935121486991
ID790,C,2627.0083508156267,409.9507457327108,-2225.8656650143857
ID791,B,2647.6983697206415,400.2816658508192,5307.364810150392
ID792,A,2617.573510861999,404.0919007942897,5830.829316872911
ID793,B,2618.944240816821,414.37499072027714,5256.787693399111
ID794,B,2585.3544305889636,380.7616496049207,5158.935814018391
ID795,A,2519.7284095117234,412.15892459722886,5489.3909712133545
ID796,B,2473.693047351853,391.4664272036586,4937.21885537307
ID797,B,2681.548577491233,416.4381018246524,5345.311734537258
ID798,B,2443.941869426435,405.0183645180682,4876.639202630568
ID799,B,2555.496882082112,396.8570742772442,5112.232359281415
ID800,B,2379.398050306863,391.14961046363766,4750.249688315518
